n,name,street address,postal_address,road,ghana_gps_address,locality/area,district,region,country,latitude,longitude,rating,local_phone_number,international_phone_number,website,google_maps_url,type,photo_link,
6397,Ernest Chemists Limited - Koforidua Branch,Koforidua Central Business District Koforidua Ghana,,,,Koforidua Central Business District Koforidua,,Greater Accra Region,Ghana,6.0926909,-0.2617923,,342290826,+233342290826,Http://Www.Ernestchemists.Com/,Https://Maps.Google.Com/?Cid=639400694284493181,Pharmacy,,
6398,East Cantonments Pharmacy (Wholesale Division),Vanderoye Rd Accra Ghana,,Vanderoye Road Accra,,,,Greater Accra Region,Ghana,5.5665585,-0.214969,4.5,302248757,+233302248757,,Https://Maps.Google.Com/?Cid=13358349868634590157,Pharmacy,,
6399,Jinlet Pharmacy,Accra Ghana,,,,Accra,,Greater Accra Region,Ghana,5.6167393,-0.1820474,4.2,302762600,+233302762600,,Https://Maps.Google.Com/?Cid=17293815836384945426,Pharmacy,,
6400,Top-Up Pharmacy,Accra Ghana,,,,Accra,,Greater Accra Region,Ghana,5.5626831,-0.1815788,4,242226555,+233242226555,Http://Www.Top-Uppharmacy.Com/,Https://Maps.Google.Com/?Cid=16857678123891760314,Pharmacy,,
6401,Ringway Chemists Ltd,Asafoatse Wiabo Ln Accra Ghana,,,,Asafoatse Wiabo Lane Accra,,Greater Accra Region,Ghana,5.5687153,-0.1868158,4.3,244894601,+233244894601,,Https://Maps.Google.Com/?Cid=17240423301954472296,Pharmacy,,
6402,Avenue Chemist,10Th Ave Accra Ghana,,,,10Th Avenue Accra,,Greater Accra Region,Ghana,5.5972715,-0.2293956,,302228247,+233302228247,,Https://Maps.Google.Com/?Cid=3674787668418166361,Pharmacy,,
6403,Medella Chemists,Rp/F1 Community 5 Opposite Hermann Gmeiner International College Akorley-Dzor Tema Ghana,,,,Rp/F1 Community 5 Opposite Hermann Gmeiner International College Akorley-Dzor Tema,,Greater Accra Region,Ghana,5.6471378,-0.0166663,,303930197,+233303930197,,Https://Maps.Google.Com/?Cid=15024363248058071152,Pharmacy,,
6404,Pnt Pharmacy Ltd,Community Four Tema Ghana,,,,Tema,,Greater Accra Region,Ghana,5.6577541,-0.0126868,,303210958,+233303210958,,Https://Maps.Google.Com/?Cid=15467608061833059009,Pharmacy,,
6405,Family Care Pharmacy,Accra Ghana,,,,Accra,,Greater Accra Region,Ghana,5.6123378,-0.2003999,4,,,,Https://Maps.Google.Com/?Cid=10508943414888270606,Pharmacy,,
6406,Simart Pharmacy,Official Town Road Rd Tema Ghana,,Official Town Road Rd Tema,,,,Greater Accra Region,Ghana,5.6967253,-0.0251649,4.4,303934615,+233303934615,,Https://Maps.Google.Com/?Cid=16845549123831067400,Pharmacy,,
6407,Equity Pharmacy,A&C Mall Jungle Rd Accra Ghana,,A&C Mall Jungle Road Accra,,,,Greater Accra Region,Ghana,5.6373388,-0.1501557,3,202532496,+233202532496,Http://Equity-Pharmacy.Com/,Https://Maps.Google.Com/?Cid=16704482080094378019,Pharmacy,,
6408,Equity Pharmacy,6465033-0.1239250 V-Block Master'S Drive Cape Coast Ghana,,,,V-Block 6465033-0.1239250 Master'S Drive Cape Coast,,Greater Accra Region,Ghana,5.6465033,-0.123925,5,202532498,+233202532498,Http://Www.Equity-Pharmacy.Com/,Https://Maps.Google.Com/?Cid=13645243448659856568,Pharmacy,,
6409,Top Up Pharmacy,Salifu Dagati Ext Tema Ghana,,,,Salifu Dagati Extension Tema,,Greater Accra Region,Ghana,5.6329759,-0.0135183,4,303200808,+233303200808,,Https://Maps.Google.Com/?Cid=11663957883973431754,Pharmacy,,
6410,Pillpoint Pharmacy - Adenta (Wholesale),Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6996988,-0.1719892,,545051134,+233545051134,Http://Www.Pillpointpharmacy.Com/,Https://Maps.Google.Com/?Cid=6393349632227220736,Pharmacy,,
6411,M&G Pharmaceuticals Ltd,D446/1 Bannerman Road James Town Accra Ghana,,D446/1 Bannerman Road James Town Accra,,,,Greater Accra Region,Ghana,5.534855,-0.211242,4,302666613,+233302666613,Http://Mgpltd.Com/,Https://Maps.Google.Com/?Cid=12419491298317216242,Pharmacy,,
6412,Rock Chemists,Korle Gonno Accra Ghana,,,,Korle Gonno Accra,,Greater Accra Region,Ghana,5.5360421,-0.2261964,4.2,302685835,+233302685835,,Https://Maps.Google.Com/?Cid=3692939463257943979,Pharmacy,,
6413,Longview Pharmaceutical Co. Ltd,82 Kojo Thompson Road Adabraka Accra Ghana,,82 Kojo Thompson Road Adabraka Accra,,,,Greater Accra Region,Ghana,5.5620479,-0.2104042,3,302225257,+233302225257,,Https://Maps.Google.Com/?Cid=9893177663521441474,Pharmacy,,
